Model,Mode,Stock,Trial,Status,Lag_Count,Target_Transform,Estimator,Best_Params,Selection_Metric,Selection_Score,Val_MAE,Val_MSE,Val_RMSE,Val_R2,Val_PinballLoss,Val_Bias
lightgbm_quantile,nonsentiment,KO,4,ok,50,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.2481949792236886,0.4963899584473772,0.572321830884458,0.7565195508937347,0.9640891866980278,0.2481949792236886,-0.035094062023361405
lightgbm_quantile,nonsentiment,KO,5,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.2550514028241894,0.5101028056483788,0.579909945496335,0.7615181846130367,0.9651284803073059,0.2550514028241894,-0.11034440915180765
lightgbm_quantile,nonsentiment,KO,6,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 3, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.2632323766543462,0.5264647533086924,0.5924120275639833,0.7696830695578429,0.9643766970271476,0.2632323766543462,-0.14917164308621852
lightgbm_quantile,nonsentiment,KO,7,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.25045846473845346,0.5009169294769069,0.5700513355488642,0.7550174405593981,0.96572130461321,0.25045846473845346,-0.07003027255505108
lightgbm_quantile,nonsentiment,KO,8,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.25664328681387366,0.5132865736277473,0.5830945017719158,0.7636062478607124,0.9649369845108656,0.25664328681387366,-0.11686105506857467
lightgbm_quantile,nonsentiment,KO,9,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.2567497617627086,0.5134995235254172,0.5808139204282948,0.7621114881881094,0.9650741219023736,0.2567497617627086,-0.12180057657819818
lightgbm_quantile,nonsentiment,KO,10,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.2540662392535463,0.5081324785070926,0.5806569688534666,0.7620085096988528,0.9641432816237084,0.2540662392535463,-0.10091719567968857
lightgbm_quantile,nonsentiment,KO,11,ok,40,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.24729836824057638,0.49459673648115277,0.5722522880529803,0.7564735871482761,0.9646622873166921,0.24729836824057638,-0.015555839589230526
lightgbm_quantile,nonsentiment,MRK,1,ok,50,difference,GradientBoostingRegressor,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300, ""random_state"": 42}",PinballLoss,0.4069647650082556,0.8139295300165112,1.3262246676671512,1.151618282100085,0.9696554545540199,0.4069647650082556,-0.22959355187004846
lightgbm_quantile,nonsentiment,MRK,2,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.4113309607954767,0.8226619215909534,1.3315662540369724,1.1539351169095133,0.9728885642429065,0.4113309607954767,-0.2542066092720826
lightgbm_quantile,nonsentiment,MRK,3,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.4075880942566018,0.8151761885132036,1.319295342124124,1.1486058253918634,0.9731384068917401,0.4075880942566018,-0.24307164001605258
lightgbm_quantile,nonsentiment,MRK,4,ok,50,difference,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.40434522251625077,0.8086904450325015,1.319778605215258,1.1488161755543216,0.9698029430149027,0.40434522251625077,-0.20497839836063286
lightgbm_quantile,nonsentiment,MRK,5,ok,20,difference,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 1.0}",PinballLoss,0.39927495251658385,0.7985499050331677,1.2933278897850804,1.1372457473145725,0.9736671187855201,0.39927495251658385,-0.17217184988627732
lightgbm_quantile,nonsentiment,MRK,6,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 3, ""n_estimators"": 350, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.407075899272427,0.814151798544854,1.3203233232725657,1.1490532290858269,0.9731174766190024,0.407075899272427,-0.21653961503233682
lightgbm_quantile,nonsentiment,MRK,7,ok,20,log_return,GradientBoostingRegressor,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 200, ""random_state"": 42, ""subsample"": 0.8}",PinballLoss,0.4062210024959141,0.8124420049918282,1.3133986014462675,1.1460360384587682,0.9732584678391991,0.4062210024959141,-0.2382418043493289
