Model,Mode,Stock,MAE,MSE,RMSE,R2
lightgbm_quantile,sentiment,BRK-B,100.26333727693793,10894.506269225745,104.3767515744083,-11.918590695244331
lightgbm_quantile,sentiment,KO,12.480780475923673,169.30912470321474,13.011883979778437,-11.591611746985917
lightgbm_quantile,sentiment,MRK,29.96646127773069,1104.6999171631437,33.23702629843927,-4.308909270012309
lightgbm_quantile,sentiment,ORCL,36.80964859503233,1583.6185954219116,39.79470562049569,-5.91916559587708
lightgbm_quantile,sentiment,OVERALL,44.854027446934936,3436.5203067240254,58.621841550091425,0.6631614178417645
