Model,Mode,Stock,MAE,MSE,RMSE,R2
xgboost_quantile,sentiment,BRK-B,99.69985498273253,10781.55637065783,103.83427358371527,-11.78465589612544
xgboost_quantile,sentiment,KO,13.37438297813589,192.28224996732618,13.866587538660195,-13.300135575501537
xgboost_quantile,sentiment,MRK,31.176819043560815,1179.1219481592184,34.33834515755263,-4.6665627866911334
xgboost_quantile,sentiment,ORCL,39.09328610439355,1757.4051275146887,41.92141609624714,-6.678475822063689
xgboost_quantile,sentiment,OVERALL,45.80856911908203,3475.916898884808,58.95690713465902,0.6592998686405742
