Model,Mode,Stock,MAE,MSE,RMSE,R2
quantile_regression,sentiment,BRK-B,2.6222568228823198,11.551761830961434,3.398788288634853,0.9863020425877691
quantile_regression,sentiment,KO,0.44183831304746896,0.3739526380830137,0.6115166703230696,0.9721889387901782
quantile_regression,sentiment,MRK,0.9589237989257712,1.6802810729560955,1.2962565613936523,0.9919249928185471
quantile_regression,sentiment,ORCL,1.135442554247504,3.1042929986041767,1.7619003940643685,0.986436685337266
quantile_regression,sentiment,OVERALL,1.2888732849991609,4.174650943609966,2.043196256753121,0.9995908118156323
